Electoral district number,Electoral district name,Type of results,Surname,Middle name(s) ,Given name,Political affiliation,Appartenance politique,Votes obtained,% Votes obtained,Rejected ballots,Total number of ballots cast
48032,Sherwood Park--Fort Saskatchewan,preliminary,Villetard,,Darren,People's Party,Parti populaire,1314,1.8,0,71938
48032,Sherwood Park--Fort Saskatchewan,validated,Genuis,,Garnett,Conservative,Conservateur,53600,73.4,321,73371
48032,Sherwood Park--Fort Saskatchewan,validated,McElrea,,Patrick,VCP,CAC,300,.4,321,73371
48032,Sherwood Park--Fort Saskatchewan,validated,Sanderson,,Laura,Green Party,Parti Vert,1592,2.2,321,73371
48032,Sherwood Park--Fort Saskatchewan,validated,Theroux,,Aidan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8867,12.1,321,73371
48032,Sherwood Park--Fort Saskatchewan,validated,Thiering,,Ron,Liberal,Libéral,7357,10.1,321,73371
48032,Sherwood Park--Fort Saskatchewan,validated,Villetard,,Darren,People's Party,Parti populaire,1334,1.8,321,73371
48033,Sturgeon River--Parkland,preliminary,Beauchamp,,Tyler,People's Party,Parti populaire,1577,2.3,0,67231
48033,Sturgeon River--Parkland,preliminary,Brochu,,Ronald,Liberal,Libéral,4590,6.8,0,67231
48033,Sturgeon River--Parkland,preliminary,Chauvet,,Ernest,Christian Heritage Party,Parti de l'Héritage Chrétien,421,.6,0,67231
48033,Sturgeon River--Parkland,preliminary,Desforges,,Guy,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6794,10.1,0,67231
48033,Sturgeon River--Parkland,preliminary,Lloyd,,Dane,Conservative,Conservateur,52163,77.6,0,67231
48033,Sturgeon River--Parkland,preliminary,Romyn,,Cass,Green Party,Parti Vert,1686,2.5,0,67231
48033,Sturgeon River--Parkland,validated,Beauchamp,,Tyler,People's Party,Parti populaire,1625,2.4,314,68971
48033,Sturgeon River--Parkland,validated,Brochu,,Ronald,Liberal,Libéral,4696,6.8,314,68971
48033,Sturgeon River--Parkland,validated,Chauvet,,Ernest,Christian Heritage Party,Parti de l'Héritage Chrétien,416,.6,314,68971
48033,Sturgeon River--Parkland,validated,Desforges,,Guy,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6940,10.1,314,68971
48033,Sturgeon River--Parkland,validated,Lloyd,,Dane,Conservative,Conservateur,53235,77.5,314,68971
48033,Sturgeon River--Parkland,validated,Romyn,,Cass,Green Party,Parti Vert,1745,2.5,314,68971
48034,Yellowhead,preliminary,Bowman,,Kristine,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3781,6.9,0,54961
48034,Yellowhead,preliminary,Francey,,Gordon,VCP,CAC,105,.2,0,54961
48034,Yellowhead,preliminary,Galavan,,Douglas,People's Party,Parti populaire,1576,2.9,0,54961
48034,Yellowhead,preliminary,Hoefsloot,,Jeremy,Liberal,Libéral,2842,5.2,0,54961
48034,Yellowhead,preliminary,Lystang,,Cory,Libertarian,Libertarien,215,.4,0,54961
48034,Yellowhead,preliminary,Satdeo,,Angelena,Green Party,Parti Vert,1236,2.2,0,54961
48034,Yellowhead,preliminary,Soroka,,Gerald,Conservative,Conservateur,45206,82.3,0,54961
48034,Yellowhead,validated,Bowman,,Kristine,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3898,7,303,56271
48034,Yellowhead,validated,Francey,,Gordon,VCP,CAC,108,.2,303,56271
48034,Yellowhead,validated,Galavan,,Douglas,People's Party,Parti populaire,1592,2.8,303,56271
48034,Yellowhead,validated,Hoefsloot,,Jeremy,Liberal,Libéral,2912,5.2,303,56271
48034,Yellowhead,validated,Lystang,,Cory,Libertarian,Libertarien,222,.4,303,56271
48034,Yellowhead,validated,Satdeo,,Angelena,Green Party,Parti Vert,1272,2.3,303,56271
48034,Yellowhead,validated,Soroka,,Gerald,Conservative,Conservateur,45964,82.1,303,56271
59001,Abbotsford,preliminary,Alderking,,Aeriol,Christian Heritage Party,Parti de l'Héritage Chrétien,266,.5,0,48548
59001,Abbotsford,preliminary,Duncan,,Locke,People's Party,Parti populaire,975,2,0,48548
59001,Abbotsford,preliminary,Fast,,Ed,Conservative,Conservateur,25028,51.6,0,48548
59001,Abbotsford,preliminary,Fowler,,Stephen,Green Party,Parti Vert,3655,7.5,0,48548
59001,Abbotsford,preliminary,Heffernan,,Seamus,Liberal,Libéral,10460,21.5,0,48548
59001,Abbotsford,preliminary,Sauve,,Madeleine,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8164,16.8,0,48548
59001,Abbotsford,validated,Alderking,,Aeriol,Christian Heritage Party,Parti de l'Héritage Chrétien,270,.6,403,49339
59001,Abbotsford,validated,Duncan,,Locke,People's Party,Parti populaire,985,2,403,49339
59001,Abbotsford,validated,Fast,,Ed,Conservative,Conservateur,25162,51.4,403,49339
59001,Abbotsford,validated,Fowler,,Stephen,Green Party,Parti Vert,3702,7.6,403,49339
59001,Abbotsford,validated,Heffernan,,Seamus,Liberal,Libéral,10560,21.6,403,49339
59001,Abbotsford,validated,Sauve,,Madeleine,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8257,16.9,403,49339
59002,Burnaby North--Seymour,preliminary,Beech,,Terry,Liberal,Libéral,17404,35.5,0,48988
59002,Burnaby North--Seymour,preliminary,Dahlby,,Lewis Clarke,Libertarian,Libertarien,219,.4,0,48988
59002,Burnaby North--Seymour,preliminary,Dong,,Rocky,People's Party,Parti populaire,1053,2.1,0,48988
59002,Burnaby North--Seymour,preliminary,Kuttner,,Amita,Green Party,Parti Vert,4630,9.5,0,48988
59002,Burnaby North--Seymour,preliminary,Leung,,Heather,Conservative,Conservateur,9572,19.5,0,48988
59002,Burnaby North--Seymour,preliminary,Robinson,,Svend,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,15844,32.3,0,48988
59002,Burnaby North--Seymour,preliminary,Taylor,,Robert,Independent,Indépendant(e),266,.5,0,48988
59002,Burnaby North--Seymour,validated,Beech,,Terry,Liberal,Libéral,17770,35.5,466,50525
59002,Burnaby North--Seymour,validated,Dahlby,,Lewis Clarke,Libertarian,Libertarien,219,.4,466,50525
59002,Burnaby North--Seymour,validated,Dong,,Rocky,People's Party,Parti populaire,1079,2.2,466,50525
59002,Burnaby North--Seymour,validated,Kuttner,,Amita,Green Party,Parti Vert,4801,9.6,466,50525
59002,Burnaby North--Seymour,validated,Leung,,Heather,Conservative,Conservateur,9734,19.4,466,50525
59002,Burnaby North--Seymour,validated,Robinson,,Svend,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,16185,32.3,466,50525
59002,Burnaby North--Seymour,validated,Taylor,,Robert,Independent,Indépendant(e),271,.5,466,50525
59003,Burnaby South,preliminary,Brar,,Neelam,Liberal,Libéral,10634,23.8,0,44701
59003,Burnaby South,preliminary,Brocki,,Rex,Libertarian,Libertarien,243,.5,0,44701
59003,Burnaby South,preliminary,Rawdah,,Al,People's Party,Parti populaire,641,1.4,0,44701
59003,Burnaby South,preliminary,Shin,,Jay,Conservative,Conservateur,13887,31.1,0,44701
59003,Burnaby South,preliminary,Singh,,Jagmeet,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,16753,37.5,0,44701
59003,Burnaby South,preliminary,Sproule,,Brian,ML,ML,62,.1,0,44701
59003,Burnaby South,preliminary,Wauters,,Brennan,Green Party,Parti Vert,2481,5.6,0,44701
59003,Burnaby South,validated,Brar,,Neelam,Liberal,Libéral,10706,23.8,417,45423
59003,Burnaby South,validated,Brocki,,Rex,Libertarian,Libertarien,246,.5,417,45423
59003,Burnaby South,validated,Rawdah,,Al,People's Party,Parti populaire,645,1.4,417,45423
59003,Burnaby South,validated,Shin,,Jay,Conservative,Conservateur,13914,30.9,417,45423
59003,Burnaby South,validated,Singh,,Jagmeet,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,16956,37.7,417,45423
59003,Burnaby South,validated,Sproule,,Brian,ML,ML,62,.1,417,45423
59003,Burnaby South,validated,Wauters,,Brennan,Green Party,Parti Vert,2477,5.5,417,45423
59004,Cariboo--Prince George,preliminary,Calogheros,,Tracy,Liberal,Libéral,10788,19.9,0,54126
59004,Cariboo--Prince George,preliminary,Doherty,,Todd,Conservative,Conservateur,28564,52.8,0,54126
59004,Cariboo--Prince George,preliminary,Kerr,,Mackenzie,Green Party,Parti Vert,4920,9.1,0,54126
59004,Cariboo--Prince George,preliminary,Orr,,Michael,Independent,Indépendant(e),349,.6,0,54126
59004,Cariboo--Prince George,preliminary,Sapergia,,Heather,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8321,15.4,0,54126
59004,Cariboo--Prince George,preliminary,Yang,,Jing Lan,People's Party,Parti populaire,1184,2.2,0,54126
59004,Cariboo--Prince George,validated,Calogheros,,Tracy,Liberal,Libéral,10932,20,321,55095
59004,Cariboo--Prince George,validated,Doherty,,Todd,Conservative,Conservateur,28848,52.7,321,55095
59004,Cariboo--Prince George,validated,Kerr,,Mackenzie,Green Party,Parti Vert,4998,9.1,321,55095
59004,Cariboo--Prince George,validated,Orr,,Michael,Independent,Indépendant(e),350,.6,321,55095
59004,Cariboo--Prince George,validated,Sapergia,,Heather,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8440,15.4,321,55095
59004,Cariboo--Prince George,validated,Yang,,Jing Lan,People's Party,Parti populaire,1206,2.2,321,55095
59005,Central Okanagan--Similkameen--Nicola,preliminary,Albas,,Dan,Conservative,Conservateur,30364,47.9,0,63436
59005,Central Okanagan--Similkameen--Nicola,preliminary,Duncan,,Allan,People's Party,Parti populaire,1338,2.1,0,63436
59005,Central Okanagan--Similkameen--Nicola,preliminary,Mellalieu,,Robert,Green Party,Parti Vert,4910,7.7,0,63436
59005,Central Okanagan--Similkameen--Nicola,preliminary,Murphy,,Mary Ann,Liberal,Libéral,15843,25,0,63436
59005,Central Okanagan--Similkameen--Nicola,preliminary,Phillip,,Joan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10772,17,0,63436
59005,Central Okanagan--Similkameen--Nicola,preliminary,Regier,,Jesse,Libertarian,Libertarien,209,.3,0,63436
59005,Central Okanagan--Similkameen--Nicola,validated,Albas,,Dan,Conservative,Conservateur,31135,47.9,341,65276
59005,Central Okanagan--Similkameen--Nicola,validated,Duncan,,Allan,People's Party,Parti populaire,1345,2.1,341,65276
59005,Central Okanagan--Similkameen--Nicola,validated,Mellalieu,,Robert,Green Party,Parti Vert,5086,7.8,341,65276
59005,Central Okanagan--Similkameen--Nicola,validated,Murphy,,Mary Ann,Liberal,Libéral,16252,25,341,65276
59005,Central Okanagan--Similkameen--Nicola,validated,Phillip,,Joan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10904,16.8,341,65276
59005,Central Okanagan--Similkameen--Nicola,validated,Regier,,Jesse,Libertarian,Libertarien,213,.3,341,65276
59006,Chilliwack--Hope,preliminary,Bogunovic,,Rob,People's Party,Parti populaire,1744,3.3,0,53272
59006,Chilliwack--Hope,preliminary,Green,,Arthur,Green Party,Parti Vert,5168,9.7,0,53272
59006,Chilliwack--Hope,preliminary,Lamache,,Daniel,Christian Heritage Party,Parti de l'Héritage Chrétien,209,.4,0,53272
59006,Chilliwack--Hope,preliminary,McQuillan,,Heather,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8868,16.6,0,53272
59006,Chilliwack--Hope,preliminary,O'Donnell,,Dorothy-Jean,ML,ML,71,.1,0,53272
59006,Chilliwack--Hope,preliminary,Strahl,,Mark,Conservative,Conservateur,26477,49.7,0,53272
59006,Chilliwack--Hope,preliminary,Velonis,,Kelly,Liberal,Libéral,10735,20.2,0,53272
59006,Chilliwack--Hope,validated,Bogunovic,,Rob,People's Party,Parti populaire,1760,3.3,226,53981
59006,Chilliwack--Hope,validated,Green,,Arthur,Green Party,Parti Vert,5243,9.8,226,53981
59006,Chilliwack--Hope,validated,Lamache,,Daniel,Christian Heritage Party,Parti de l'Héritage Chrétien,202,.4,226,53981
59006,Chilliwack--Hope,validated,McQuillan,,Heather,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8957,16.7,226,53981
59006,Chilliwack--Hope,validated,O'Donnell,,Dorothy-Jean,ML,ML,73,.1,226,53981
59006,Chilliwack--Hope,validated,Strahl,,Mark,Conservative,Conservateur,26672,49.6,226,53981
59006,Chilliwack--Hope,validated,Velonis,,Kelly,Liberal,Libéral,10848,20.2,226,53981
59007,Cloverdale--Langley City,preliminary,Aldag,,John,Liberal,Libéral,19470,35.4,0,55058
59007,Cloverdale--Langley City,preliminary,Banwarie,,Rae,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10389,18.9,0,55058
59007,Cloverdale--Langley City,preliminary,Jansen,,Tamara,Conservative,Conservateur,20772,37.7,0,55058
59007,Cloverdale--Langley City,preliminary,Kennedy,,Ian,People's Party,Parti populaire,925,1.7,0,55058
59007,Cloverdale--Langley City,preliminary,Nutbrown,,Caelum,Green Party,Parti Vert,3502,6.4,0,55058
59007,Cloverdale--Langley City,validated,Aldag,,John,Liberal,Libéral,19542,35.2,415,55903
59007,Cloverdale--Langley City,validated,Banwarie,,Rae,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10508,18.9,415,55903
59007,Cloverdale--Langley City,validated,Jansen,,Tamara,Conservative,Conservateur,20936,37.7,415,55903
59007,Cloverdale--Langley City,validated,Kennedy,,Ian,People's Party,Parti populaire,930,1.7,415,55903
59007,Cloverdale--Langley City,validated,Nutbrown,,Caelum,Green Party,Parti Vert,3572,6.4,415,55903
59008,Coquitlam--Port Coquitlam,preliminary,Gower,,Christina,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,13073,23.1,0,56634
59008,Coquitlam--Port Coquitlam,preliminary,Insley,,Nicholas,Conservative,Conservateur,19275,34,0,56634
59008,Coquitlam--Port Coquitlam,preliminary,Iova,,Dan,VCP,CAC,96,.2,0,56634
59008,Coquitlam--Port Coquitlam,preliminary,McKinnon,,Ron,Liberal,Libéral,19614,34.6,0,56634
59008,Coquitlam--Port Coquitlam,preliminary,Nickason,,Brad,Green Party,Parti Vert,3889,6.9,0,56634
59008,Coquitlam--Port Coquitlam,preliminary,Spornicu,,Roland,People's Party,Parti populaire,687,1.2,0,56634
59008,Coquitlam--Port Coquitlam,validated,Gower,,Christina,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,13383,23,314,58489
59008,Coquitlam--Port Coquitlam,validated,Insley,,Nicholas,Conservative,Conservateur,19788,34,314,58489
59008,Coquitlam--Port Coquitlam,validated,Iova,,Dan,VCP,CAC,98,.2,314,58489
59008,Coquitlam--Port Coquitlam,validated,McKinnon,,Ron,Liberal,Libéral,20178,34.7,314,58489
59008,Coquitlam--Port Coquitlam,validated,Nickason,,Brad,Green Party,Parti Vert,4025,6.9,314,58489
59008,Coquitlam--Port Coquitlam,validated,Spornicu,,Roland,People's Party,Parti populaire,703,1.2,314,58489
59009,Courtenay--Alberni,preliminary,Biley,,Barbara,ML,ML,168,.2,0,71173
59009,Courtenay--Alberni,preliminary,Gowans,,Jonah Baden,Liberal,Libéral,8513,12,0,71173
59009,Courtenay--Alberni,preliminary,Horner,,Byron,Conservative,Conservateur,23516,33,0,71173
59009,Courtenay--Alberni,preliminary,Johns,,Gord,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,29407,41.3,0,71173
59009,Courtenay--Alberni,preliminary,Wood,,Sean,Green Party,Parti Vert,9569,13.4,0,71173
59009,Courtenay--Alberni,validated,Biley,,Barbara,ML,ML,172,.2,359,72639
59009,Courtenay--Alberni,validated,Gowans,,Jonah Baden,Liberal,Libéral,8620,11.9,359,72639
59009,Courtenay--Alberni,validated,Horner,,Byron,Conservative,Conservateur,23936,33.1,359,72639
59009,Courtenay--Alberni,validated,Johns,,Gord,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,29790,41.2,359,72639
59009,Courtenay--Alberni,validated,Wood,,Sean,Green Party,Parti Vert,9762,13.5,359,72639
59010,Cowichan--Malahat--Langford,preliminary,Chen,,Rhonda,People's Party,Parti populaire,1050,1.6,0,63802
59010,Cowichan--Malahat--Langford,preliminary,DeLong,,Alana,Conservative,Conservateur,16456,25.8,0,63802
59010,Cowichan--Malahat--Langford,preliminary,Herbert,,Blair,Liberal,Libéral,10125,15.9,0,63802
59010,Cowichan--Malahat--Langford,preliminary,Hwitsum,,Lydia,Green Party,Parti Vert,12880,20.2,0,63802
59010,Cowichan--Malahat--Langford,preliminary,MacGregor,,Alistair,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,23095,36.2,0,63802
59010,Cowichan--Malahat--Langford,preliminary,Stanbridge,,Robin Morton,Christian Heritage Party,Parti de l'Héritage Chrétien,196,.3,0,63802
59010,Cowichan--Malahat--Langford,validated,Chen,,Rhonda,People's Party,Parti populaire,1066,1.6,282,65510
59010,Cowichan--Malahat--Langford,validated,DeLong,,Alana,Conservative,Conservateur,16959,26,282,65510
59010,Cowichan--Malahat--Langford,validated,Herbert,,Blair,Liberal,Libéral,10301,15.8,282,65510
59010,Cowichan--Malahat--Langford,validated,Hwitsum,,Lydia,Green Party,Parti Vert,13181,20.2,282,65510
59010,Cowichan--Malahat--Langford,validated,MacGregor,,Alistair,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,23519,36.1,282,65510
59010,Cowichan--Malahat--Langford,validated,Stanbridge,,Robin Morton,Christian Heritage Party,Parti de l'Héritage Chrétien,202,.3,282,65510
59011,Delta,preliminary,Anderson-Fennell,,Randy,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8654,16.2,0,53288
59011,Delta,preliminary,Bains,,Amarit,Independent,Indépendant(e),397,.7,0,53288
59011,Delta,preliminary,Bennett,,Tony,Independent,Indépendant(e),383,.7,0,53288
59011,Delta,preliminary,Corbet,,Tanya,Conservative,Conservateur,17638,33.1,0,53288
59011,Delta,preliminary,DeCraene,,Craig,Green Party,Parti Vert,3310,6.2,0,53288
59011,Delta,preliminary,Ireland,,Angelina,People's Party,Parti populaire,937,1.8,0,53288
59011,Delta,preliminary,Qualtrough,,Carla,Liberal,Libéral,21969,41.2,0,53288
59011,Delta,validated,Anderson-Fennell,,Randy,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,8792,16.3,361,54337
59011,Delta,validated,Bains,,Amarit,Independent,Indépendant(e),398,.7,361,54337
59011,Delta,validated,Bennett,,Tony,Independent,Indépendant(e),385,.7,361,54337
59011,Delta,validated,Corbet,,Tanya,Conservative,Conservateur,17809,33,361,54337
59011,Delta,validated,DeCraene,,Craig,Green Party,Parti Vert,3387,6.3,361,54337
59011,Delta,validated,Ireland,,Angelina,People's Party,Parti populaire,948,1.8,361,54337
59011,Delta,validated,Qualtrough,,Carla,Liberal,Libéral,22257,41.2,361,54337
59012,Fleetwood--Port Kells,preliminary,Baertl,,Tanya,Green Party,Parti Vert,2324,4.8,0,48194
59012,Fleetwood--Port Kells,preliminary,Hardie,,Ken,Liberal,Libéral,18149,37.7,0,48194
59012,Fleetwood--Port Kells,preliminary,Ohana,,Annie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10293,21.4,0,48194
59012,Fleetwood--Port Kells,preliminary,Poulin,,Mike,People's Party,Parti populaire,1081,2.2,0,48194
59012,Fleetwood--Port Kells,preliminary,Purewal,,Shinder,Conservative,Conservateur,16347,33.9,0,48194
59012,Fleetwood--Port Kells,validated,Baertl,,Tanya,Green Party,Parti Vert,2378,4.8,329,49571
59012,Fleetwood--Port Kells,validated,Hardie,,Ken,Liberal,Libéral,18545,37.7,329,49571
59012,Fleetwood--Port Kells,validated,Ohana,,Annie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,10569,21.5,329,49571
59012,Fleetwood--Port Kells,validated,Poulin,,Mike,People's Party,Parti populaire,1104,2.2,329,49571
59012,Fleetwood--Port Kells,validated,Purewal,,Shinder,Conservative,Conservateur,16646,33.8,329,49571
59013,Kamloops--Thompson--Cariboo,preliminary,Cheeseborough,,Kira,Animal Protection Party,Parti Protection Animaux,317,.4,0,71703
59013,Kamloops--Thompson--Cariboo,preliminary,Currie,,Iain,Green Party,Parti Vert,8696,12.1,0,71703
59013,Kamloops--Thompson--Cariboo,preliminary,Egli,,Cynthia,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,9824,13.7,0,71703
59013,Kamloops--Thompson--Cariboo,preliminary,Finlayson,,Ken,People's Party,Parti populaire,1123,1.6,0,71703
59013,Kamloops--Thompson--Cariboo,preliminary,Kerek,,Peter,Communist,Communiste,143,.2,0,71703
59013,Kamloops--Thompson--Cariboo,preliminary,Lake,,Terry,Liberal,Libéral,19543,27.3,0,71703
59013,Kamloops--Thompson--Cariboo,preliminary,McLeod,,Cathy,Conservative,Conservateur,32057,44.7,0,71703
59013,Kamloops--Thompson--Cariboo,validated,Cheeseborough,,Kira,Animal Protection Party,Parti Protection Animaux,321,.4,311,72764
59013,Kamloops--Thompson--Cariboo,validated,Currie,,Iain,Green Party,Parti Vert,8789,12.1,311,72764
59013,Kamloops--Thompson--Cariboo,validated,Egli,,Cynthia,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,9936,13.7,311,72764
59013,Kamloops--Thompson--Cariboo,validated,Finlayson,,Ken,People's Party,Parti populaire,1132,1.6,311,72764
